id,name,ingredient_type,core_ingredient_id,category,subcategory,is_core_raw,is_edible,review_status,usage_count,reason,edible,water,energy_kcal,energy_kj,protein,fat,cho,dietary_fiber,cholesterol,ash,vitamin_a,carotene,retinol,thiamin,riboflavin,niacin,vitamin_c,vitamin_e,ca,p,k,na,mg,fe,zn,se,cu,mn,nutrition_source,nutrition_match,quality,category_source,tcm_user,tcm_not_user,effects_json,suitable_groups_json,unsuitable_groups_json,aliases_json,parent_core_ids_json,child_core_ids_json
4120,油干,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油干""]",[],[]
4121,油条,processed,,扩展食材,processed,0,1,verified,4,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油条""]",[],[]
4122,油桃,other_food,,水果,季节数据补充,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油桃""]",[],[]
4123,油泡,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油泡""]",[],[]
4124,油泼材料,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油泼材料""]",[],[]
4125,油泼辣子,other_food,,扩展食材,other_food,0,1,review,9,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油泼辣子""]",[],[]
4126,油泼辣椒,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油泼辣椒""]",[],[]
4127,油渣,processed,,扩展食材,processed,0,1,verified,6,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油渣""]",[],[]
4128,油焖小龙虾料,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油焖小龙虾料""]",[],[]
4129,油白菜,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油白菜""]",[],[]
4130,油盐,seasoning,,扩展食材,seasoning,0,1,verified,10,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油盐""]",[],[]
4131,油盐料酒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油盐料酒""]",[],[]
4132,油盐糖,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油盐糖""]",[],[]
4133,油盐酱油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油盐酱油""]",[],[]
4134,油盐酱油味精,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油盐酱油味精""]",[],[]
4135,油盐酱油耗油鸡精,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油盐酱油耗油鸡精""]",[],[]
4136,油膏,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油膏""]",[],[]
4137,油菜杆,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油菜杆""]",[],[]
4138,油菜花,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油菜花""]",[],[]
4139,油菜苔,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油菜苔""]",[],[]
4140,油葱酥,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油葱酥""]",[],[]
4141,油豆泡,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油豆泡""]",[],[]
4142,油豆皮,processed,,扩展食材,processed,0,1,verified,3,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油豆皮""]",[],[]
4143,油豆腐,processed,,扩展食材,processed,0,1,verified,30,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油豆腐""]",[],[]
4144,油豆腐泡,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油豆腐泡""]",[],[]
4145,油豆腐片,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油豆腐片""]",[],[]
4146,油豆腐皮,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油豆腐皮""]",[],[]
4147,油辣子,other_food,,扩展食材,other_food,0,1,review,3,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油辣子""]",[],[]
4148,油辣椒,seasoning,,扩展食材,seasoning,0,1,verified,4,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油辣椒""]",[],[]
4149,油辣椒老干妈,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油辣椒老干妈""]",[],[]
4150,油酥花生,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油酥花生""]",[],[]
4151,油酱油十三香盐,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油酱油十三香盐""]",[],[]
4152,油醋汁,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油醋汁""]",[],[]
4153,油面,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油面""]",[],[]
4154,油面筋,processed,,扩展食材,processed,0,1,verified,4,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油面筋""]",[],[]
4155,油麦菜/生菜,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""油麦菜/生菜""]",[],[]
4156,法式羊排,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""法式羊排""]",[],[]
4157,法棍,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""法棍""]",[],[]
4158,泡仔姜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡仔姜""]",[],[]
4159,泡冬笋酸笋,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡冬笋酸笋""]",[],[]
4160,泡出来做调料小黄姜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡出来做调料小黄姜""]",[],[]
4161,泡出来可直接吃,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡出来可直接吃""]",[],[]
4162,泡好笋,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡好笋""]",[],[]
4163,泡好黄豆,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡好黄豆""]",[],[]
4164,泡姜,processed,,扩展食材,processed,0,1,verified,25,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡姜""]",[],[]
4165,泡姜最好姜片,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡姜最好姜片""]",[],[]
4166,泡姜泡辣椒,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡姜泡辣椒""]",[],[]
4167,泡嫩姜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡嫩姜""]",[],[]
4168,泡子姜,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡子姜""]",[],[]
4169,泡小米辣,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡小米辣""]",[],[]
4170,泡山椒,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡山椒""]",[],[]
4171,泡打粉,seasoning,,扩展食材,seasoning,0,1,verified,8,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡打粉""]",[],[]
4172,泡椒,processed,,扩展食材,processed,0,1,verified,69,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡椒""]",[],[]
4173,泡椒剁椒,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡椒剁椒""]",[],[]
4174,泡椒和泡椒水,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡椒和泡椒水""]",[],[]
4175,泡椒或豆瓣酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡椒或豆瓣酱""]",[],[]
4176,泡椒或鲜红椒,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡椒或鲜红椒""]",[],[]
4177,泡椒汁,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡椒汁""]",[],[]
4178,泡椒泡仔姜,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡椒泡仔姜""]",[],[]
4179,泡椒泡姜,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡椒泡姜""]",[],[]
4180,泡水花椒大料,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡水花椒大料""]",[],[]
4181,泡海椒,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡海椒""]",[],[]
4182,泡生姜,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡生姜""]",[],[]
4183,泡红椒,other_food,,扩展食材,other_food,0,1,review,4,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡红椒""]",[],[]
4184,泡红萝卜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡红萝卜""]",[],[]
4185,泡红辣椒,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡红辣椒""]",[],[]
4186,泡花椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡花椒""]",[],[]
4187,泡花椒和干花椒,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡花椒和干花椒""]",[],[]
4188,泡菜,processed,,扩展食材,processed,0,1,verified,22,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡菜""]",[],[]
4189,泡菜坛,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡菜坛""]",[],[]
4190,泡菜汤,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡菜汤""]",[],[]
4191,泡菜超市买,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡菜超市买""]",[],[]
4192,泡萝卜,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡萝卜""]",[],[]
4193,泡蒜,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡蒜""]",[],[]
4194,泡藠头,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡藠头""]",[],[]
4195,泡豇豆,other_food,,扩展食材,other_food,0,1,review,11,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡豇豆""]",[],[]
4196,泡辣椒,processed,,扩展食材,processed,0,1,verified,7,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡辣椒""]",[],[]
4197,泡酸菜,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡酸菜""]",[],[]
4198,泡酸萝卜,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡酸萝卜""]",[],[]
4199,泡野山椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡野山椒""]",[],[]
4200,泡青红尖椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡青红尖椒""]",[],[]
4201,泡青红椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡青红椒""]",[],[]
4202,泡青菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡青菜""]",[],[]
4203,泡面,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡面""]",[],[]
4204,泡香菇水,other_food,,扩展食材,other_food,0,1,review,3,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泡香菇水""]",[],[]
4205,波士顿龙虾,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""波士顿龙虾""]",[],[]
4206,波尼亚细肠,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""波尼亚细肠""]",[],[]
4207,波斯小黄瓜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""波斯小黄瓜""]",[],[]
4208,波菜,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""波菜""]",[],[]
4209,泥猛鱼,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泥猛鱼""]",[],[]
4210,泥蒜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泥蒜""]",[],[]
4211,泥蒿,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泥蒿""]",[],[]
4212,泥螺,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泥螺""]",[],[]
4213,注意如果没黄豆酱油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""注意如果没黄豆酱油""]",[],[]
4214,泰国小辣椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泰国小辣椒""]",[],[]
4215,泰国红辣椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泰国红辣椒""]",[],[]
4216,泰国虾酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泰国虾酱""]",[],[]
4217,泰式小尖椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泰式小尖椒""]",[],[]
4218,泰式甜辣酱,seasoning,,扩展食材,seasoning,0,1,verified,3,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泰式甜辣酱""]",[],[]
4219,泰式辣椒膏,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泰式辣椒膏""]",[],[]
4220,泰式辣椒酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泰式辣椒酱""]",[],[]
4221,泰式酸甜酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泰式酸甜酱""]",[],[]
4222,泰森煲汤煲鸡骨架,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泰森煲汤煲鸡骨架""]",[],[]
4223,泰森鸡里脊肉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""泰森鸡里脊肉""]",[],[]
4224,洋葱丁青椒丁,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""洋葱丁青椒丁""]",[],[]
4225,洋葱切丁,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""洋葱切丁""]",[],[]
4226,洋葱切丝,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""洋葱切丝""]",[],[]
4227,洋葱半,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""洋葱半""]",[],[]
4228,洋葱块姜片蒜厚片,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""洋葱块姜片蒜厚片""]",[],[]
4229,洋葱粉,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""洋葱粉""]",[],[]
4230,洋葱🧅,other_food,,扩展食材,other_food,0,1,review,4,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""洋葱🧅""]",[],[]
4231,洋车前子壳粉,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""洋车前子壳粉""]",[],[]
4232,洗肚,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""洗肚""]",[],[]
4233,活基围虾,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""活基围虾""]",[],[]
4234,活皮虾,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""活皮虾""]",[],[]
4235,活虾,other_food,,扩展食材,other_food,0,1,review,6,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""活虾""]",[],[]
4236,浅色酱油,seasoning,,扩展食材,seasoning,0,1,verified,5,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""浅色酱油""]",[],[]
4237,浏阳豆豉,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""浏阳豆豉""]",[],[]
4238,浓汤宝,seasoning,,扩展食材,seasoning,0,1,verified,12,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""浓汤宝""]",[],[]
4239,浓汤宝鲜虾靓汤,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""浓汤宝鲜虾靓汤""]",[],[]
4240,浓缩鸡汁,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""浓缩鸡汁""]",[],[]
4241,海刀鱼,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""海刀鱼""]",[],[]
4242,海南灯笼椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""海南灯笼椒""]",[],[]
4243,海南灯笼椒酱,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""海南灯笼椒酱""]",[],[]
4244,海南黄灯笼椒辣椒酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""海南黄灯笼椒辣椒酱""]",[],[]
4245,海南黄灯笼椒酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""海南黄灯笼椒酱""]",[],[]
4246,海南黄灯笼辣椒酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""海南黄灯笼辣椒酱""]",[],[]
